DESTRAPIAVE;Trevignano;10761;671282;442742;333280;388635;10184;-;48974;338405;142048;15215;101740;61837;311299;2865641;84.4;1267;
DESTRAPIAVE;Treviso;83731;9913427;4421297;235000;5970790;190043;-;320734;6356433;1596664;97702;652750;972336;4760372;35487548;82.0;1524;
DESTRAPIAVE;Vedelago;16874;1398610;515588;502280;566458;11955;18540;64673;529064;259229;17955;126745;99846;561345;4672288;83.7;2018;
DESTRAPIAVE;Villorba;18056;1532986;1368951;52720;1113062;85251;16220;151246;1149126;604287;27501;205060;103603;1071147;7481160;82.0;2043;
DESTRAPIAVE;Volpago Del Montello;10151;515287;614157;28040;423746;59847;-;56225;664071;246048;13442;136545;62580;406351;3226339;82.2;1791;
DESTRAPIAVE;Zenson Di Piave;1805;118422;167061;4520;82378;14371;-;16971;112800;63468;2502;30440;9280;50044;672257;88.1;219;
DESTRAPIAVE;Zero Branco;11261;643834;515560;16190;450987;76776;-;53625;659930;271011;15425;119495;85456;440545;3348834;81.6;1377;
PADOVACENTRO;Abano Terme;19950;2969790;1876990;537650;1307880;-;;43112;1356960;102829;9440;144790;101070;5508090;13958601;56.9;171;
PADOVACENTRO;Albignasego;25577;2092750;1764040;839800;1397488;9310;-;141352;796040;313913;31134;191430;357840;2109690;10044787;71.6;772;
PADOVACENTRO;Casalserugo;5348;403410;326760;162500;258800;-;;-;152520;-;822;9520;93860;443610;1851802;68.6;260;
PADOVACENTRO;Padova;210401;19210522;6116545;2145150;15999600;8590;8840;720506;13979250;3748534;190440;2361310;1130302;55575590;121195179;49.5;771;
PADOVACENTRO;Ponte San Nicolo';13529;1164040;756130;399640;813570;-;;29572;389480;211161;15696;156670;39250;1196660;5171869;72.3;479;
PADOVASUD;Agna;3368;210530;182180;112130;177780;-;;6695;122980;44452;3487;52880;16070;297830;1227014;69.0;372;
PADOVASUD;Anguillara Veneta;4451;211840;236540;136560;151560;-;;27850;157720;54396;5816;66160;2370;422270;1473082;65.4;629;
PADOVASUD;Arqua' Petrarca;1874;122040;90320;93260;67820;-;;3287;62060;2300;437;8210;-;199180;648914;66.1;337;
PADOVASUD;Arre;2152;120700;145890;84770;145510;-;;6090;92610;69344;669;56050;38780;234620;995033;66.3;320;
PADOVASUD;Arzergrande;4767;253410;295160;146360;264240;-;;16828;183380;11250;4093;50400;9380;358360;1592861;71.9;647;
PADOVASUD;Bagnoli Di Sopra;3618;235850;327140;121900;171440;-;;12182;133300;9137;790;125320;29500;289390;1455949;69.8;442;
PADOVASUD;Baone;3110;224440;427700;120320;109720;-;;5560;86380;4072;1287;25340;4520;257680;1267019;76.3;141;
PADOVASUD;Barbona;671;38060;17800;31910;18300;15600;-;710;-;2061;766;6400;-;48200;179807;69.6;-;
PADOVASUD;Battaglia Terme;3881;376690;404580;133360;210220;-;;22175;110080;69272;4758;100360;39200;216420;1687115;79.1;202;
PADOVASUD;Boara Pisani;2555;269260;313580;83520;94220;-;;3196;86640;8286;559;4900;-;232860;1097021;76.6;18;
PADOVASUD;Bovolenta;3482;142990;177576;113330;197010;-;;23000;115580;175872;14701;92280;8980;272390;1333709;72.0;582;
PADOVASUD;Brugine;7034;436030;295876;196720;408180;-;;24644;254880;88720;6957;36720;22960;548870;2320557;71.6;939;
PADOVASUD;Candiana;2394;110530;145920;68510;98130;-;;15357;83140;26797;1973;39100;-;159900;749357;72.3;516;
PADOVASUD;Carceri;1580;81280;143053;41460;54470;-;;1777;49140;3937;508;24088;-;83320;483033;76.8;238;
PADOVASUD;Cartura;4665;263970;414580;160960;238920;-;;4174;150080;5847;1288;37690;25080;470110;1772699;68.5;438;
